roc_auc,pr_auc,brier,brier_skill_score,fold_id,event_type,horizon,model_name,n_train,n_test,pos_rate,roc_auc_raw,pr_auc_raw,brier_raw,brier_val_isotonic,brier_val_sigmoid,cal_method
0.9000130817119779,0.8137135781947972,0.1237256541802389,0.2900463305118934,1,strike,7,model0_persistence,42705,14274,0.2248143477651674,,,,,,
0.8848796390968297,0.7896741755474219,0.158488356328934,0.0905734878317855,1,strike,7,model1_markets,42705,14274,0.2248143477651674,,,,,,
0.8669372473515166,0.7622804785646384,0.1659311454326391,0.0478658095381316,1,strike,7,model2_full,42705,14274,0.2248143477651674,,,,,,
0.8788122030828062,0.7537228192521894,0.0964301345000208,0.4466715226432334,1,strike,7,model7_xgb_nobaseline,28470,14274,0.2248143477651674,0.8799929085574252,0.7689022291133886,0.1155093690466786,0.1074503552911755,0.1088450160964483,isotonic
0.8840622221984402,0.7526015001179142,0.1008171351592518,0.4214983502991164,1,strike,7,model5_income_group,42705,14274,0.2248143477651674,,,,,,
0.8944670554192857,0.7839331480576035,0.0959916541095156,0.4491875793519275,1,strike,7,model6_income_group_nolag,42705,14274,0.2248143477651674,,,,,,
0.9103182108153088,0.8187374497831141,0.1153760002984033,0.310727236998361,2,strike,7,model0_persistence,56979,13962,0.2125769946998997,,,,,,
0.9077462063355312,0.814940618399785,0.0998149264745991,0.4036913224413057,2,strike,7,model1_markets,56979,13962,0.2125769946998997,,,,,,
0.9083205823612684,0.8185557312215545,0.0963119755219046,0.4246184535221045,2,strike,7,model2_full,56979,13962,0.2125769946998997,,,,,,
0.8923262235171647,0.7861220347816281,0.0840123803885495,0.4980979977899124,2,strike,7,model7_xgb_nobaseline,42705,13962,0.2125769946998997,0.8946968041131969,0.8057350031302793,0.0958402011469931,0.0869278762922039,0.0895870400955758,isotonic
0.8900293016970294,0.7542997413661751,0.0875097369361635,0.477204288486929,2,strike,7,model5_income_group,56979,13962,0.2125769946998997,,,,,,
0.8979232944752517,0.763841304944503,0.084053482173948,0.4978524498326887,2,strike,7,model6_income_group_nolag,56979,13962,0.2125769946998997,,,,,,
0.8719311944194459,0.7780039084553414,0.1681699815161955,0.0350190809963872,1,strike,7,model9_twostage,42705,14274,0.2248143477651674,,,,,,
0.8925938897325519,0.7851181763655467,0.0896530538679795,0.4643998059276437,2,strike,7,model9_twostage,56979,13962,0.2125769946998997,,,,,,
0.8628983919914577,0.748935164392163,0.1689011646416154,0.0308234584603901,1,strike,7,model3_structural,42705,14274,0.2248143477651674,,,,,,
0.9062947591604732,0.8183723909707527,0.0896813672410874,0.4642306577784492,2,strike,7,model3_structural,56979,13962,0.2125769946998997,,,,,,
0.7748735657465863,0.616467259948349,0.4069922101893463,-1.335373492194885,1,strike,7,model4_fao,42705,14274,0.2248143477651674,,,,,,
0.8439770136810718,0.7005750825429687,0.1157978604942601,0.3082069837217125,2,strike,7,model4_fao,56979,13962,0.2125769946998997,,,,,,
0.7763044290395982,0.6254170131256472,0.4303386492069222,-1.469338353078648,1,strike,7,model_lr_nolag,42705,14274,0.2248143477651674,,,,,,
0.8432102698016609,0.6893852935417137,0.1201036168337946,0.2824837781912133,2,strike,7,model_lr_nolag,56979,13962,0.2125769946998997,,,,,,
0.8733457372558567,0.7387152448952135,0.1004004400380944,0.423889400338686,1,strike,7,model5_xgb,28470,14274,0.2248143477651674,0.8740117780468597,0.7640694056073345,0.1178057651391194,0.1084879491566859,0.1105219053941871,isotonic
0.8852411135061664,0.7797764104473349,0.0855352009586729,0.489000449433149,2,strike,7,model5_xgb,42705,13962,0.2125769946998997,0.8857704239067916,0.7953783968187457,0.1100904780423275,0.088933734363768,0.0915590120284773,isotonic
0.8623302880215593,0.7449419228677806,0.10708360641175578,0.38554053467927796,1,strike,7,model6_xgb_nolag,28470,14274,0.22481434776516743,0.8639027830250917,0.7632894221566877,0.12303988206260547,0.10617495307352201,0.10792056120702853,isotonic
0.869871053777434,0.7210972176200331,0.09756254034763438,0.41714740000565376,2,strike,7,model6_xgb_nolag,42705,13962,0.21257699469989974,0.8730101557477812,0.7601980060291524,0.12609223008674703,0.096513072443746,0.10023837344554912,isotonic
