model_name,fold_id,event_type,horizon,roc_auc_raw,pr_auc_raw,brier_raw,roc_auc,pr_auc,brier,brier_val_isotonic,brier_val_sigmoid,cal_method
model5_xgb,1,strike,7,0.8979067571055592,0.7942629419274443,0.12713619342800067,0.8955568084959875,0.7712069807123801,0.0916896415493346,0.09981577748103479,0.1024922862386209,isotonic
model6_xgb_nolag,1,strike,7,0.8927109799216139,0.7843316469513015,0.14962469546688484,0.892768390190434,0.7699758086585071,0.09861205027673393,0.09993174761003358,0.10289624905101227,isotonic
model7_xgb_nobaseline,1,strike,7,0.8799929085574252,0.7689022291133886,0.11550936904667862,0.8788122030828062,0.7537228192521894,0.09643013450002083,0.10745035529117553,0.1088450160964483,isotonic
model5_xgb,2,strike,7,0.9080066399854465,0.8160540489321616,0.1215130173542141,0.9080278320152084,0.7978100683833623,0.08140114646274496,0.0846405365229603,0.08976321228629942,isotonic
model6_xgb_nolag,2,strike,7,0.9081058272657421,0.8114297560767917,0.12670945133419564,0.901915027039988,0.7795378024284653,0.0821506843290272,0.08503127261986032,0.09089454632466774,isotonic
model7_xgb_nobaseline,2,strike,7,0.8946968041131969,0.8057350031302793,0.09584020114699313,0.8923262235171647,0.7861220347816281,0.08401238038854959,0.08692787629220393,0.08958704009557586,isotonic
