model_name,feature,mean_abs_shap
model7_xgb_nobaseline,num__gdelt_strike_28d_lag,0.47596213
model7_xgb_nobaseline,num__gdelt_protest_28d_lag,0.3758859
model7_xgb_nobaseline,num__rule_of_law_est,0.194809
model7_xgb_nobaseline,num__gdelt_strike_7d_lag,0.1535584
model7_xgb_nobaseline,num__government_effectiveness_est,0.1011964
model7_xgb_nobaseline,num__voice_accountability_est,0.08956698
model7_xgb_nobaseline,num__gdelt_protest_7d_lag,0.08453669
model7_xgb_nobaseline,num__unemployment_youth,0.07946237
model7_xgb_nobaseline,num__unemployment_rate,0.07557233
model7_xgb_nobaseline,num__fao_cereals_index_yoy,0.07391844
model7_xgb_nobaseline,num__fx_vol_30d,0.07144742
model7_xgb_nobaseline,num__unemployment_total,0.060969166
model7_xgb_nobaseline,num__gini_coef,0.05813031
model7_xgb_nobaseline,num__unemployment_rate_z,0.057306316
model7_xgb_nobaseline,num__political_stability_est,0.051804077
model7_xgb_nobaseline,num__fao_food_index_yoy,0.0497953
model7_xgb_nobaseline,num__inflation_cpi_yoy,0.049477022
model7_xgb_nobaseline,num__fao_food_yoy_x_youth_unemp,0.049120504
model7_xgb_nobaseline,num__gdelt_protest_region_14d,0.045174252
model7_xgb_nobaseline,num__gold_vol_30d,0.040291503
model7_xgb_nobaseline,num__gta_90d_count,0.040073123
model7_xgb_nobaseline,num__gdp_per_capita_growth,0.03833507
model7_xgb_nobaseline,num__energy_cpi_inflation_z,0.035825867
model7_xgb_nobaseline,num__copper_pct_30d_x_copper_prod,0.034133915
model7_xgb_nobaseline,num__gdelt_strike_region_14d,0.03212731
model7_xgb_nobaseline,num__copper_vol_30d,0.030675013
model7_xgb_nobaseline,num__gold_pct_30d_x_gold_prod,0.028525878
model7_xgb_nobaseline,num__fx_pct_30d_lag60d,0.027723074
model7_xgb_nobaseline,num__unemployment_sa,0.027611012
model7_xgb_nobaseline,num__platinum_pct_30d,0.027574781
model7_xgb_nobaseline,num__energy_cpi_inflation,0.026766043
model7_xgb_nobaseline,num__gta_30d_count_z,0.025409097
model7_xgb_nobaseline,num__dxy_level,0.023022331
model7_xgb_nobaseline,num__fao_cereals_index_yoy_lag1m,0.022492878
model7_xgb_nobaseline,num__food_cpi_inflation,0.021842659
model7_xgb_nobaseline,num__fao_oils_index_yoy_lag6m,0.021389052
model7_xgb_nobaseline,num__fao_cereals_index_yoy_lag3m,0.020273056
model7_xgb_nobaseline,num__fao_cereals_yoy_x_instability,0.019325987
model7_xgb_nobaseline,num__fx_pct_90d,0.018995697
model7_xgb_nobaseline,fe__country_iso3_ZAF,0.018936228
model7_xgb_nobaseline,num__food_cpi_inflation_z,0.01875268
model7_xgb_nobaseline,num__gdp_growth,0.017961027
model7_xgb_nobaseline,num__gta_liberalising_events_z,0.017800488
model7_xgb_nobaseline,fe__country_iso3_GBR,0.017416602
model7_xgb_nobaseline,num__natgas_pct_30d,0.017387232
model7_xgb_nobaseline,num__dxy_pct_30d,0.01733986
model7_xgb_nobaseline,fe__country_iso3_MAR,0.016853144
model7_xgb_nobaseline,num__fao_cereals_index_yoy_lag6m,0.016199376
model7_xgb_nobaseline,fe__country_iso3_IND,0.015966026
model7_xgb_nobaseline,num__fx_pct_7d,0.015870564
model7_xgb_nobaseline,num__oil_brent_pct_30d,0.015279429
model7_xgb_nobaseline,num__fx_vol_7d,0.015232509
model7_xgb_nobaseline,num__yield_us10y,0.0145157855
model7_xgb_nobaseline,num__gta_90d_count_z,0.014312544
model7_xgb_nobaseline,num__copper_pct_90d,0.013701554
model7_xgb_nobaseline,num__vix_pct_30d_lag60d,0.012710348
model7_xgb_nobaseline,fe__country_iso3_POL,0.012489051
model7_xgb_nobaseline,num__vix_7d_ma,0.012437819
model7_xgb_nobaseline,num__gta_harmful_events_z,0.012313857
model7_xgb_nobaseline,num__vix_level,0.012168265
model7_xgb_nobaseline,num__vix_pct_30d,0.011917312
model7_xgb_nobaseline,num__gta_30d_count,0.011816396
model7_xgb_nobaseline,num__fx_pct_30d,0.0108959535
model7_xgb_nobaseline,num__dxy_vol_30d,0.01051006
model7_xgb_nobaseline,num__oil_brent_pct_30d_lag60d,0.010430939
model7_xgb_nobaseline,num__silver_pct_30d,0.010306548
model7_xgb_nobaseline,num__oil_brent_pct_30d_x_net_importer,0.010083139
model7_xgb_nobaseline,num__oil_brent_pct_30d_lag30d,0.009764801
model7_xgb_nobaseline,num__oil_brent_pct_14d,0.00910963
model7_xgb_nobaseline,fe__country_iso3_MOZ,0.009089106
model7_xgb_nobaseline,num__oil_brent_pct_30d_z,0.008955662
model7_xgb_nobaseline,fe__country_iso3_BOL,0.008852733
model7_xgb_nobaseline,num__fx_pct_30d_lag30d,0.008817332
model7_xgb_nobaseline,num__copper_pct_30d,0.008740178
model7_xgb_nobaseline,num__vix_pct_30d_lag30d,0.008359654
model7_xgb_nobaseline,num__oil_brent_pct_30d_x_inflation,0.008241046
model7_xgb_nobaseline,num__fx_vol_30d_z,0.008150463
model7_xgb_nobaseline,num__fx_pct_30d_z,0.007492097
model7_xgb_nobaseline,fe__country_iso3_PHL,0.006486118
model7_xgb_nobaseline,num__fx_pct_30d_x_instability,0.006344264
model7_xgb_nobaseline,num__month_sin,0.006191914
model7_xgb_nobaseline,num__fao_oils_index_yoy_lag1m,0.0060180062
model7_xgb_nobaseline,fe__country_iso3_USA,0.005661302
model7_xgb_nobaseline,num__fao_oils_index_yoy_lag3m,0.0053947465
model7_xgb_nobaseline,num__gold_pct_30d,0.005194905
model7_xgb_nobaseline,num__inflation_cpi_yoy_z,0.0051800315
model7_xgb_nobaseline,num__fao_food_index_yoy_lag6m,0.0050770817
model7_xgb_nobaseline,num__oil_brent_pct_30d_lag90d,0.0045927777
model7_xgb_nobaseline,fe__country_iso3_KOR,0.0042858147
model7_xgb_nobaseline,num__month_cos,0.0040742015
model7_xgb_nobaseline,fe__country_iso3_JPN,0.0040715924
model7_xgb_nobaseline,fe__country_iso3_LAO,0.0039227423
model7_xgb_nobaseline,fe__country_iso3_SWE,0.003797462
model7_xgb_nobaseline,fe__country_iso3_ZWE,0.003674568
model7_xgb_nobaseline,num__fao_oils_index_yoy,0.0034816219
model7_xgb_nobaseline,num__fao_food_index_yoy_lag3m,0.003347706
model7_xgb_nobaseline,num__fao_food_index_yoy_lag1m,0.0024276213
model7_xgb_nobaseline,num__fx_trend_consistent,0.0023801269
model7_xgb_nobaseline,num__inflation_accel,0.0020236545
