model_name,feature,mean_abs_shap
model7_xgb_nobaseline,fe__country_iso3_PER,0.001772851
model7_xgb_nobaseline,fe__country_iso3_CHL,0.0016252341
model7_xgb_nobaseline,fe__country_iso3_HUN,0.0014693739
model7_xgb_nobaseline,fe__country_iso3_AUS,0.0014055208
model7_xgb_nobaseline,fe__country_iso3_IRL,0.0013867276
model7_xgb_nobaseline,fe__country_iso3_DEU,0.0012793944
model7_xgb_nobaseline,fe__country_iso3_FRA,0.0012385059
model7_xgb_nobaseline,fe__country_iso3_KEN,0.0012151983
model7_xgb_nobaseline,fe__country_iso3_CHN,0.0007902276
model7_xgb_nobaseline,fe__country_iso3_ITA,0.00062703906
model7_xgb_nobaseline,fe__country_iso3_MYS,0.00043485398
model7_xgb_nobaseline,fe__country_iso3_GRC,0.00034732235
model7_xgb_nobaseline,fe__country_iso3_VNM,0.0003468051
model7_xgb_nobaseline,fe__country_iso3_ESP,0.00030594593
model7_xgb_nobaseline,fe__country_iso3_CAN,0.00027802424
model7_xgb_nobaseline,fe__country_iso3_NLD,0.00025860226
model7_xgb_nobaseline,fe__country_iso3_BRA,0.00024520245
model7_xgb_nobaseline,fe__country_iso3_PRT,0.00020454048
model7_xgb_nobaseline,num__platinum_pct_30d_x_plat_prod,0.00014685762
model7_xgb_nobaseline,fe__country_iso3_IDN,0.0
model7_xgb_nobaseline,fe__country_iso3_MEX,0.0
model7_xgb_nobaseline,fe__country_iso3_NAM,0.0
model7_xgb_nobaseline,fe__country_iso3_NOR,0.0
model7_xgb_nobaseline,fe__country_iso3_THA,0.0
model7_xgb_nobaseline,fe__country_iso3_TUR,0.0
model7_xgb_nobaseline,num__covid_period,0.0
model7_xgb_nobaseline,num__fao_cereals_index_yoy_above90,0.0
model7_xgb_nobaseline,num__fao_food_index_yoy_above90,0.0
model7_xgb_nobaseline,num__gta_harmful_events,0.0
model7_xgb_nobaseline,num__gta_liberalising_events,0.0
model5_xgb,num__gdelt_protest_28d_lag,0.4338215589523315
model5_xgb,num__gdelt_strike_28d_lag,0.3973451256752014
model5_xgb,num__gdelt_strike_7d_lag,0.2227415740489959
model5_xgb,num__rule_of_law_est,0.2120516300201416
model5_xgb,num__voice_accountability_est,0.1296480298042297
model5_xgb,num__government_effectiveness_est,0.1269963681697845
model5_xgb,num__fao_cereals_index_yoy,0.1052150651812553
model5_xgb,num__unemployment_youth,0.1047770380973815
model5_xgb,num__fao_cereals_index_yoy_lag1m,0.095134362578392
model5_xgb,num__unemployment_rate,0.093973308801651
model5_xgb,num__gdp_per_capita_growth,0.0823784247040748
model5_xgb,num__gini_coef,0.0786238089203834
model5_xgb,num__gta_90d_count,0.066815972328186
model5_xgb,num__unemployment_rate_z,0.0647614896297454
model5_xgb,num__fx_vol_30d,0.064079537987709
model5_xgb,num__unemployment_total,0.0640145614743232
model5_xgb,num__inflation_cpi_yoy,0.061460081487894
model5_xgb,num__gdelt_protest_7d_lag,0.0595328770577907
model5_xgb,num__copper_vol_30d,0.0490572750568389
model5_xgb,num__gold_pct_30d_x_gold_prod,0.0433526374399662
model5_xgb,num__copper_pct_30d_x_copper_prod,0.0428223684430122
model5_xgb,num__gdelt_strike_region_14d,0.0420615747570991
model5_xgb,num__gold_vol_30d,0.0417594425380229
model5_xgb,num__political_stability_est,0.0405787043273448
model5_xgb,num__fx_pct_30d_lag60d,0.0403246730566024
model5_xgb,num__fao_food_yoy_x_youth_unemp,0.0401391573250293
model5_xgb,num__gdelt_protest_region_14d,0.0389998592436313
model5_xgb,num__dxy_level,0.035785786807537
model5_xgb,num__energy_cpi_inflation_z,0.0337598398327827
model5_xgb,num__fao_food_index_yoy,0.0311978533864021
model5_xgb,fe__country_iso3_ZAF,0.0266610793769359
model5_xgb,num__platinum_pct_30d,0.0266282614320516
model5_xgb,num__fao_cereals_yoy_x_instability,0.0261385478079319
model5_xgb,num__fao_oils_index_yoy_lag6m,0.0257195346057415
model5_xgb,num__food_cpi_inflation_z,0.0257155988365411
model5_xgb,num__fx_pct_7d,0.02531274035573
model5_xgb,num__dxy_vol_30d,0.025103073567152
model5_xgb,num__gdp_growth,0.0249263644218444
model5_xgb,num__gta_liberalising_events_z,0.0245509296655654
model5_xgb,num__oil_brent_pct_30d_lag30d,0.0245439149439334
model5_xgb,num__fao_cereals_index_yoy_lag3m,0.0243839360773563
model5_xgb,num__oil_brent_pct_30d,0.0226165875792503
model5_xgb,fe__country_iso3_POL,0.0218184273689985
model5_xgb,num__copper_pct_90d,0.0211466960608959
model5_xgb,num__food_cpi_inflation,0.0201557017862796
model5_xgb,fe__country_iso3_IND,0.0200890302658081
model5_xgb,num__gta_30d_count,0.0200266260653734
model5_xgb,num__dxy_pct_30d,0.0198552291840314
model5_xgb,num__unemployment_sa,0.01935525983572
model5_xgb,num__fx_vol_7d,0.0191836599260568
model5_xgb,num__gta_30d_count_z,0.0190965048968791
model5_xgb,fe__country_iso3_MAR,0.0181976798921823
model5_xgb,num__fao_food_index_yoy_lag1m,0.0170478671789169
model5_xgb,num__oil_brent_pct_30d_x_net_importer,0.0164910871535539
model5_xgb,num__fx_pct_30d,0.0162218529731035
model5_xgb,num__fx_pct_90d,0.01597311347723
model5_xgb,num__fx_pct_30d_lag30d,0.0159531272947788
model5_xgb,num__vix_pct_30d,0.0158258471637964
model5_xgb,fe__country_iso3_GBR,0.0157335102558136
model5_xgb,num__energy_cpi_inflation,0.0154943587258458
model5_xgb,num__oil_brent_pct_14d,0.0136513914912939
model5_xgb,num__natgas_pct_30d,0.0136420968919992
model5_xgb,num__gta_90d_count_z,0.0134855154901742
model5_xgb,num__oil_brent_pct_30d_x_inflation,0.0131943831220269
model5_xgb,num__yield_us10y,0.0129885245114564
model5_xgb,num__fx_vol_30d_z,0.0119112627580761
model5_xgb,fe__country_iso3_KOR,0.0105015076696872
model5_xgb,num__vix_pct_30d_lag30d,0.0102595556527376
model5_xgb,num__oil_brent_pct_30d_lag60d,0.0101886242628097
model5_xgb,fe__country_iso3_MOZ,0.0096292365342378
model5_xgb,num__copper_pct_30d,0.0093924989923834
model5_xgb,num__gold_pct_30d,0.0088656581938266
model5_xgb,fe__country_iso3_JPN,0.008680434897542
model5_xgb,num__fao_oils_index_yoy_lag3m,0.0080840457230806
model5_xgb,num__vix_7d_ma,0.0075377933681011
model5_xgb,num__month_cos,0.0070918230339884
model5_xgb,num__month_sin,0.0068249283358454
model5_xgb,num__fao_cereals_index_yoy_lag6m,0.0066937752999365
model5_xgb,fe__country_iso3_PHL,0.006428045220673
model5_xgb,num__vix_pct_30d_lag60d,0.0062564085237681
model5_xgb,fe__country_iso3_HUN,0.006002863869071
model5_xgb,num__silver_pct_30d,0.0058823795989155
model5_xgb,fe__country_iso3_USA,0.005876300856471
model5_xgb,num__oil_brent_pct_30d_lag90d,0.0054083438590168
model5_xgb,num__gta_harmful_events_z,0.0050831828266382
model5_xgb,num__fao_food_index_yoy_lag3m,0.0048492234200239
model5_xgb,fe__country_iso3_MYS,0.0047604665160179
model5_xgb,num__fx_trend_consistent,0.0043451953679323
model5_xgb,num__fx_pct_30d_x_instability,0.0035647621843963
model5_xgb,fe__country_iso3_NAM,0.0032122249249368
model5_xgb,num__inflation_cpi_yoy_z,0.0030572467949241
model5_xgb,fe__country_iso3_KEN,0.0029449653811752
model5_xgb,fe__country_iso3_BOL,0.0027683267835527
model5_xgb,num__oil_brent_pct_30d_z,0.0027305064722895
model5_xgb,fe__country_iso3_SWE,0.0025989899877458
model5_xgb,fe__country_iso3_AUS,0.0022288050968199
model5_xgb,fe__country_iso3_ZWE,0.0021883442532271
model5_xgb,num__inflation_accel,0.0021083788014948
model5_xgb,fe__country_iso3_CHL,0.0020053354091942
model5_xgb,num__fx_pct_30d_z,0.0017660139128565
model5_xgb,num__fao_oils_index_yoy,0.001729006296955
model5_xgb,num__fao_food_index_yoy_above90,0.0015845963498577
model5_xgb,num__fao_oils_index_yoy_lag1m,0.0015832469798624
model5_xgb,fe__country_iso3_CAN,0.0009045011829584
model5_xgb,num__vix_level,0.0007195721263997
model5_xgb,fe__country_iso3_IRL,0.0006426026229746
model5_xgb,fe__country_iso3_CHN,0.0006028152420185
model5_xgb,fe__country_iso3_FRA,0.0005994845414534
model5_xgb,fe__country_iso3_PRT,0.0004989430308341
model5_xgb,num__fao_food_index_yoy_lag6m,0.0003702929825522
model5_xgb,fe__country_iso3_DEU,0.0001667946926318
model5_xgb,fe__country_iso3_BRA,0.0
model5_xgb,fe__country_iso3_ESP,0.0
model5_xgb,fe__country_iso3_GRC,0.0
model5_xgb,fe__country_iso3_IDN,0.0
model5_xgb,fe__country_iso3_ITA,0.0
model5_xgb,fe__country_iso3_LAO,0.0
model5_xgb,fe__country_iso3_MEX,0.0
model5_xgb,fe__country_iso3_NLD,0.0
model5_xgb,fe__country_iso3_NOR,0.0
model5_xgb,fe__country_iso3_PER,0.0
model5_xgb,fe__country_iso3_THA,0.0
model5_xgb,fe__country_iso3_TUR,0.0
model5_xgb,fe__country_iso3_VNM,0.0
model5_xgb,num__covid_period,0.0
model5_xgb,num__fao_cereals_index_yoy_above90,0.0
model5_xgb,num__gta_harmful_events,0.0
model5_xgb,num__gta_liberalising_events,0.0
model5_xgb,num__platinum_pct_30d_x_plat_prod,0.0
model6_xgb_nolag,num__rule_of_law_est,0.5536835193634033
model6_xgb_nolag,num__government_effectiveness_est,0.20002153515815735
model6_xgb_nolag,num__gini_coef,0.19232432544231415
model6_xgb_nolag,num__gold_pct_30d_x_gold_prod,0.18315914273262024
model6_xgb_nolag,num__voice_accountability_est,0.16971813142299652
model6_xgb_nolag,num__unemployment_total,0.16500401496887207
model6_xgb_nolag,num__unemployment_youth,0.14373958110809326
model6_xgb_nolag,fe__country_iso3_IND,0.1366400420665741
model6_xgb_nolag,num__inflation_cpi_yoy,0.12953048944473267
model6_xgb_nolag,num__political_stability_est,0.11108653992414474
model6_xgb_nolag,num__gdp_per_capita_growth,0.09177190810441971
model6_xgb_nolag,num__fx_vol_30d,0.08251084387302399
model6_xgb_nolag,num__gta_90d_count,0.0737648457288742
model6_xgb_nolag,num__copper_vol_30d,0.06470036506652832
model6_xgb_nolag,fe__country_iso3_GBR,0.06279034912586212
model6_xgb_nolag,num__fao_cereals_index_yoy_lag1m,0.058669671416282654
model6_xgb_nolag,num__unemployment_rate,0.05299456790089607
model6_xgb_nolag,num__gta_harmful_events_z,0.05187889561057091
model6_xgb_nolag,num__unemployment_rate_z,0.047318264842033386
model6_xgb_nolag,fe__country_iso3_ZAF,0.0461689718067646
model6_xgb_nolag,num__copper_pct_30d_x_copper_prod,0.04558820277452469
model6_xgb_nolag,num__fx_pct_30d_lag60d,0.03833429515361786
model6_xgb_nolag,num__gta_30d_count_z,0.038143470883369446
model6_xgb_nolag,num__gdp_growth,0.038047559559345245
model6_xgb_nolag,num__energy_cpi_inflation,0.035851750522851944
model6_xgb_nolag,num__energy_cpi_inflation_z,0.03529246523976326
model6_xgb_nolag,fe__country_iso3_MOZ,0.03478046506643295
model6_xgb_nolag,num__fao_cereals_index_yoy,0.03240149840712547
model6_xgb_nolag,fe__country_iso3_USA,0.032176826149225235
model6_xgb_nolag,num__dxy_level,0.029440362006425858
model6_xgb_nolag,num__yield_us10y,0.02925354801118374
model6_xgb_nolag,num__food_cpi_inflation,0.028878696262836456
model6_xgb_nolag,num__gold_vol_30d,0.027780499309301376
model6_xgb_nolag,num__natgas_pct_30d,0.02595037966966629
model6_xgb_nolag,num__unemployment_sa,0.024425141513347626
model6_xgb_nolag,num__vix_pct_30d,0.023551031947135925
model6_xgb_nolag,num__oil_brent_pct_30d_lag60d,0.023118477314710617
model6_xgb_nolag,num__fx_pct_90d,0.02271539345383644
model6_xgb_nolag,num__gta_90d_count_z,0.022057240828871727
model6_xgb_nolag,num__fao_cereals_yoy_x_instability,0.02197880670428276
model6_xgb_nolag,num__fao_food_yoy_x_youth_unemp,0.021325457841157913
model6_xgb_nolag,num__oil_brent_pct_30d,0.02119704708456993
model6_xgb_nolag,fe__country_iso3_POL,0.020750975236296654
model6_xgb_nolag,num__food_cpi_inflation_z,0.020667044445872307
model6_xgb_nolag,num__month_sin,0.020122818648815155
model6_xgb_nolag,num__dxy_pct_30d,0.019936122000217438
model6_xgb_nolag,num__fao_food_index_yoy,0.019176533445715904
model6_xgb_nolag,num__fao_cereals_index_yoy_lag3m,0.01906818337738514
model6_xgb_nolag,num__vix_pct_30d_lag30d,0.01878432184457779
model6_xgb_nolag,num__fx_pct_7d,0.018603049218654633
model6_xgb_nolag,fe__country_iso3_ZWE,0.017987830564379692
model6_xgb_nolag,num__gta_liberalising_events_z,0.0179300419986248
model6_xgb_nolag,fe__country_iso3_MAR,0.017721232026815414
model6_xgb_nolag,num__fx_vol_7d,0.016059134155511856
model6_xgb_nolag,num__gta_30d_count,0.015302564948797226
model6_xgb_nolag,num__oil_brent_pct_30d_x_net_importer,0.014135201461613178
model6_xgb_nolag,num__vix_level,0.013907059095799923
model6_xgb_nolag,num__fao_food_index_yoy_lag3m,0.013578945770859718
model6_xgb_nolag,fe__country_iso3_PHL,0.013390634208917618
model6_xgb_nolag,fe__country_iso3_BOL,0.013246482238173485
model6_xgb_nolag,num__oil_brent_pct_30d_x_inflation,0.012349624186754227
model6_xgb_nolag,num__copper_pct_90d,0.012062320485711098
model6_xgb_nolag,num__oil_brent_pct_30d_z,0.011664170771837234
model6_xgb_nolag,num__inflation_cpi_yoy_z,0.011612098664045334
model6_xgb_nolag,num__fx_pct_30d_lag30d,0.01102496962994337
model6_xgb_nolag,num__fao_cereals_index_yoy_lag6m,0.010779885575175285
model6_xgb_nolag,num__platinum_pct_30d_x_plat_prod,0.010679999366402626
model6_xgb_nolag,num__fao_oils_index_yoy_lag6m,0.010428747162222862
model6_xgb_nolag,num__oil_brent_pct_14d,0.00993753969669342
model6_xgb_nolag,fe__country_iso3_KOR,0.009511766955256462
model6_xgb_nolag,num__fx_vol_30d_z,0.008941699750721455
model6_xgb_nolag,num__oil_brent_pct_30d_lag90d,0.008563583716750145
model6_xgb_nolag,num__fx_pct_30d,0.00831039622426033
model6_xgb_nolag,num__platinum_pct_30d,0.008049934171140194
model6_xgb_nolag,num__vix_pct_30d_lag60d,0.007959641516208649
model6_xgb_nolag,fe__country_iso3_JPN,0.007858260534703732
model6_xgb_nolag,num__fao_oils_index_yoy_lag3m,0.007692601066082716
model6_xgb_nolag,num__copper_pct_30d,0.0073527805507183075
model6_xgb_nolag,num__oil_brent_pct_30d_lag30d,0.007340218871831894
model6_xgb_nolag,num__silver_pct_30d,0.007153675425797701
model6_xgb_nolag,num__dxy_vol_30d,0.007012313697487116
model6_xgb_nolag,fe__country_iso3_SWE,0.006941251456737518
model6_xgb_nolag,num__fao_food_index_yoy_lag1m,0.006932433694601059
model6_xgb_nolag,fe__country_iso3_LAO,0.006714554037898779
model6_xgb_nolag,num__fx_pct_30d_x_instability,0.006309674121439457
model6_xgb_nolag,num__fao_oils_index_yoy,0.006220528855919838
model6_xgb_nolag,fe__country_iso3_HUN,0.006061923690140247
model6_xgb_nolag,num__fao_food_index_yoy_lag6m,0.0060505494475364685
model6_xgb_nolag,num__fx_pct_30d_z,0.005841012112796307
model6_xgb_nolag,num__month_cos,0.0052760327234864235
model6_xgb_nolag,fe__country_iso3_CAN,0.005182840395718813
model6_xgb_nolag,fe__country_iso3_CHL,0.0044577838853001595
model6_xgb_nolag,num__vix_7d_ma,0.004309465643018484
model6_xgb_nolag,fe__country_iso3_AUS,0.003693636041134596
model6_xgb_nolag,num__fao_oils_index_yoy_lag1m,0.0032885619439184666
model6_xgb_nolag,num__inflation_accel,0.003139714477583766
model6_xgb_nolag,num__gold_pct_30d,0.0028518950566649437
model6_xgb_nolag,fe__country_iso3_NAM,0.0022984782699495554
model6_xgb_nolag,fe__country_iso3_BRA,0.002159360097721219
model6_xgb_nolag,fe__country_iso3_CHN,0.0017130187479779124
model6_xgb_nolag,fe__country_iso3_IDN,0.0016378626460209489
model6_xgb_nolag,fe__country_iso3_IRL,0.0015155536821112037
model6_xgb_nolag,num__fx_trend_consistent,0.001477656653150916
model6_xgb_nolag,fe__country_iso3_ITA,0.0009708592551760375
model6_xgb_nolag,fe__country_iso3_FRA,0.00010428780660731718
model6_xgb_nolag,fe__country_iso3_DEU,0.0
model6_xgb_nolag,fe__country_iso3_ESP,0.0
model6_xgb_nolag,fe__country_iso3_GRC,0.0
model6_xgb_nolag,fe__country_iso3_KEN,0.0
model6_xgb_nolag,fe__country_iso3_MEX,0.0
model6_xgb_nolag,fe__country_iso3_MYS,0.0
model6_xgb_nolag,fe__country_iso3_NLD,0.0
model6_xgb_nolag,fe__country_iso3_NOR,0.0
model6_xgb_nolag,fe__country_iso3_PER,0.0
model6_xgb_nolag,fe__country_iso3_PRT,0.0
model6_xgb_nolag,fe__country_iso3_THA,0.0
model6_xgb_nolag,fe__country_iso3_TUR,0.0
model6_xgb_nolag,fe__country_iso3_VNM,0.0
model6_xgb_nolag,num__covid_period,0.0
model6_xgb_nolag,num__fao_cereals_index_yoy_above90,0.0
model6_xgb_nolag,num__fao_food_index_yoy_above90,0.0
model6_xgb_nolag,num__gta_harmful_events,0.0
model6_xgb_nolag,num__gta_liberalising_events,0.0
