feature,importance,fold_id,event_type,horizon,model_name
num__gdelt_protest_7d_lag,0.010839158,1,strike,7,model5_xgb
num__gdelt_protest_28d_lag,0.12759496,1,strike,7,model5_xgb
num__gdelt_strike_7d_lag,0.06655763,1,strike,7,model5_xgb
num__gdelt_strike_28d_lag,0.12832713,1,strike,7,model5_xgb
num__gdelt_protest_region_14d,0.0071552712,1,strike,7,model5_xgb
num__gdelt_strike_region_14d,0.0,1,strike,7,model5_xgb
num__fx_pct_7d,0.005086431,1,strike,7,model5_xgb
num__fx_pct_30d,0.0,1,strike,7,model5_xgb
num__fx_pct_90d,0.010750514,1,strike,7,model5_xgb
num__fx_vol_7d,0.008591404,1,strike,7,model5_xgb
num__fx_vol_30d,0.0,1,strike,7,model5_xgb
num__oil_brent_pct_14d,0.0,1,strike,7,model5_xgb
num__oil_brent_pct_30d,0.0,1,strike,7,model5_xgb
num__yield_us10y,0.0,1,strike,7,model5_xgb
num__fx_pct_30d_z,0.0,1,strike,7,model5_xgb
num__fx_vol_30d_z,0.0,1,strike,7,model5_xgb
num__oil_brent_pct_30d_z,0.0,1,strike,7,model5_xgb
num__copper_pct_30d,0.0,1,strike,7,model5_xgb
num__copper_pct_90d,0.0036268937,1,strike,7,model5_xgb
num__copper_vol_30d,0.0,1,strike,7,model5_xgb
num__gold_pct_30d,0.0,1,strike,7,model5_xgb
num__gold_vol_30d,0.0,1,strike,7,model5_xgb
num__platinum_pct_30d,0.0,1,strike,7,model5_xgb
num__silver_pct_30d,0.0,1,strike,7,model5_xgb
num__natgas_pct_30d,0.0,1,strike,7,model5_xgb
num__vix_level,0.00066456746,1,strike,7,model5_xgb
num__vix_pct_30d,0.0,1,strike,7,model5_xgb
num__vix_7d_ma,0.0046759,1,strike,7,model5_xgb
num__dxy_level,0.015255949,1,strike,7,model5_xgb
num__dxy_pct_30d,0.0038554436,1,strike,7,model5_xgb
num__dxy_vol_30d,0.0042125485,1,strike,7,model5_xgb
num__oil_brent_pct_30d_lag30d,0.0041607227,1,strike,7,model5_xgb
num__oil_brent_pct_30d_lag60d,0.012412517,1,strike,7,model5_xgb
num__oil_brent_pct_30d_lag90d,0.0,1,strike,7,model5_xgb
num__vix_pct_30d_lag30d,0.00855934,1,strike,7,model5_xgb
num__vix_pct_30d_lag60d,0.0,1,strike,7,model5_xgb
num__fx_pct_30d_lag30d,0.010926958,1,strike,7,model5_xgb
num__fx_pct_30d_lag60d,0.011527506,1,strike,7,model5_xgb
num__gdp_growth,0.0,1,strike,7,model5_xgb
num__gdp_per_capita_growth,0.0,1,strike,7,model5_xgb
num__inflation_cpi_yoy,0.02579654,1,strike,7,model5_xgb
num__inflation_cpi_yoy_z,0.0,1,strike,7,model5_xgb
num__unemployment_total,0.007306943,1,strike,7,model5_xgb
num__unemployment_youth,0.010112819,1,strike,7,model5_xgb
num__unemployment_sa,0.01017516,1,strike,7,model5_xgb
num__unemployment_rate,0.012353156,1,strike,7,model5_xgb
num__unemployment_rate_z,0.0,1,strike,7,model5_xgb
num__political_stability_est,0.008571476,1,strike,7,model5_xgb
num__voice_accountability_est,0.0110017285,1,strike,7,model5_xgb
num__government_effectiveness_est,0.026410127,1,strike,7,model5_xgb
num__rule_of_law_est,0.023367157,1,strike,7,model5_xgb
num__fx_pct_30d_x_instability,0.009888474,1,strike,7,model5_xgb
num__oil_brent_pct_30d_x_inflation,0.010784286,1,strike,7,model5_xgb
num__food_cpi_inflation,0.017328016,1,strike,7,model5_xgb
num__food_cpi_inflation_z,0.012484793,1,strike,7,model5_xgb
num__energy_cpi_inflation,0.0,1,strike,7,model5_xgb
num__energy_cpi_inflation_z,0.007995181,1,strike,7,model5_xgb
num__gini_coef,0.0,1,strike,7,model5_xgb
num__covid_period,0.0,1,strike,7,model5_xgb
num__fx_trend_consistent,0.0,1,strike,7,model5_xgb
num__inflation_accel,0.0,1,strike,7,model5_xgb
num__country_protest_baseline,0.07823531,1,strike,7,model5_xgb
num__country_strike_baseline,0.1994587,1,strike,7,model5_xgb
num__copper_pct_30d_x_copper_prod,0.0,1,strike,7,model5_xgb
num__gold_pct_30d_x_gold_prod,0.009486344,1,strike,7,model5_xgb
num__platinum_pct_30d_x_plat_prod,0.0,1,strike,7,model5_xgb
num__oil_brent_pct_30d_x_net_importer,0.004067545,1,strike,7,model5_xgb
num__month_sin,0.0,1,strike,7,model5_xgb
num__month_cos,0.0,1,strike,7,model5_xgb
num__fao_food_index_yoy,0.0014601399,1,strike,7,model5_xgb
num__fao_cereals_index_yoy,0.0,1,strike,7,model5_xgb
num__fao_oils_index_yoy,0.0,1,strike,7,model5_xgb
num__fao_food_index_yoy_above90,0.0,1,strike,7,model5_xgb
num__fao_cereals_index_yoy_above90,0.0,1,strike,7,model5_xgb
num__fao_cereals_index_yoy_lag1m,0.0,1,strike,7,model5_xgb
num__fao_cereals_index_yoy_lag3m,0.0,1,strike,7,model5_xgb
num__fao_cereals_index_yoy_lag6m,0.0,1,strike,7,model5_xgb
num__fao_food_index_yoy_lag1m,0.0,1,strike,7,model5_xgb
num__fao_food_index_yoy_lag3m,0.0076525817,1,strike,7,model5_xgb
num__fao_food_index_yoy_lag6m,0.0,1,strike,7,model5_xgb
num__fao_oils_index_yoy_lag1m,0.009076934,1,strike,7,model5_xgb
num__fao_oils_index_yoy_lag3m,0.0038594427,1,strike,7,model5_xgb
num__fao_oils_index_yoy_lag6m,0.0,1,strike,7,model5_xgb
num__fao_cereals_yoy_x_instability,0.009565478,1,strike,7,model5_xgb
num__fao_food_yoy_x_youth_unemp,0.0032302386,1,strike,7,model5_xgb
num__gta_harmful_events,0.0,1,strike,7,model5_xgb
num__gta_harmful_events_z,0.0,1,strike,7,model5_xgb
num__gta_liberalising_events,0.0,1,strike,7,model5_xgb
num__gta_liberalising_events_z,0.0,1,strike,7,model5_xgb
num__gta_30d_count,0.0,1,strike,7,model5_xgb
num__gta_30d_count_z,0.008653646,1,strike,7,model5_xgb
