year,fx_start,fx_end,fx_depreciation_pct,fx_vol_30d_mean,fx_vol_30d_max,fx_pct_30d_worst,fx_pct_30d_best,oil_mean_usd,oil_pct_30d_worst,yield_us10y_mean,n_trading_days,n_crisis_days_30d
2017,3.253200054168701,3.3111000061035156,1.7798,0.010418,0.020399,7.241762,-6.656866,54.827108,-13.435879,2.327143,364,18
2018,3.3076000213623047,3.8742001056671143,17.1302,0.010038,0.017001,12.686704,-12.713328,71.592904,-28.56334,2.908953,365,115
2019,3.880000114440918,4.015710830688477,3.4977,0.008726,0.016856,12.12406,-6.291797,64.205151,-18.632793,2.139699,365,45
2020,4.016786098480225,5.190838813781738,29.2287,0.012925,0.024331,21.839257,-14.701197,43.302159,-60.623377,0.889254,366,132
2021,5.1921000480651855,5.570199966430664,7.2822,0.010373,0.01411,8.877136,-9.663022,70.773698,-19.052655,1.436732,365,75
2022,5.570199966430664,5.284599781036377,-5.1273,0.011267,0.014901,14.926856,-9.987235,99.053835,-21.514027,2.947951,365,38
2023,5.284599781036377,4.850200176239014,-8.2201,0.007694,0.011719,6.168771,-6.345547,82.217781,-17.617816,3.958677,365,8
2024,4.850500106811523,6.1778998374938965,27.3662,0.007404,0.011348,10.821527,-3.872787,79.877186,-13.730733,4.206798,366,80
2025,6.1778998374938965,5.5690999031066895,-9.8545,0.008059,0.013993,9.151394,-8.50159,68.201808,-16.53271,4.291348,365,12
