url,source_title,llm_disruption_type,expert_disruption_type,expert_probability,disruption_type,classification_source,event_date,publish_date,location_name,duration_hours,extras,confidence
http://windermeresun.com/2018/01/05/bomb-cyclone-in-northeastern-usa-led-to-snowfall-in-florida/,,unknown,cyclone_hurricane,0.964258174901804,cyclone_hurricane,expert,2018-01-06,2018-01-05,,,{},0.0
http://www.sundaymail.co.zw/tsholotsho-201617-flood-disaster/,,unknown,flood,0.9864697840944217,flood,expert,2018-01-06,2018-01-06,,,{},0.0
http://nripress.com/protest-march-in-patna-against-attack-on-dalits-in-bhima-koregaon/,,unknown,protests,0.989405371353934,protests,expert,2018-01-06,2018-01-06,,,{},0.0
http://en.brinkwire.com/70324/norway-suspends-arms-sales-to-uae-over-yemen-war/,,unknown,trade_embargo,0.947876955371132,trade_embargo,expert,2018-01-06,2018-01-06,,,{},0.0
http://www.tribtown.com/2018/01/06/ml-iran-protests-10/,,unknown,protests,0.947591185951479,protests,expert,2018-01-06,2018-01-06,,,{},0.0
https://www.altustimes.com/news/15251/broken-water-lines-cause-flood-of-city-activity,,unknown,flood,0.9574162864766288,flood,expert,2018-01-06,2018-01-06,,,{},0.0
https://sf.curbed.com/2018/1/5/16855422/oroville-dam-report-weather-flood,,unknown,flood,0.99018524464802,flood,expert,2018-01-06,2018-01-06,,,{},0.0
http://www.therepublic.com/2018/01/06/ml-iran-protests-10/,,unknown,protests,0.947591185951479,protests,expert,2018-01-06,2018-01-06,,,{},0.0
http://www.chinadaily.com.cn/cndy/2018-01/06/content_35450221.htm,The Maldives pursues closer cooperation,unknown,country_relations,0.9682531020639996,country_relations,expert,2017-12-07,2018-01-06T00:00:00+00:00,,,{},0.0
https://www.seattletimes.com/seattle-news/science/geologist-warns-yakima-area-landslide-could-be-worse-than-officials-expect/,,landslide,landslide,0.9649007141151216,landslide,expert,2018-02-01,2018-01-06T14:00:00+00:00,"Rattlesnake Ridge, near Yakima, Washington",,{},0.9
http://gulfnews.com/news/mena/iran/protests-put-spotlight-on-iran-s-vast-syria-war-1.2152437,Protests put spotlight on Iran’s vast Syria war,protests,protests,0.9503652623638926,protests,expert,2018-01-06,2018-01-06T10:42:05+00:00,Iran,,{},0.8
http://www.thesundaily.my/news/2018/01/06/7164-pupils-affected-floods-pahang-terengganu-johor,,flood,flood,0.9803877320280168,flood,expert,2018-01-06,2018-01-06,Pahang; Terengganu; Johor,,{},0.7
https://www.malaysiakini.com/news/407800,"Make flood management system accessible online, urges minister",flood,flood,0.944644398818682,flood,expert,2018-01-06,2018-01-06T13:02:00+00:00,"Kemaman, Malaysia",,{},0.9
https://www.hongkongfp.com/2018/01/06/victory-housing-estate-cleaners-10-day-strike-forces-employers-increase-wages-severance/,,labour_strike,labour_strike,0.9476149829033484,labour_strike,expert,2018-01-06,2018-01-06,"Victory Housing Estate, Hong Kong",240.0,{},0.9
https://www.therussophile.org/iranian-protests-raise-tricky-questions-for-us-and-saudi-policymakers.html,,unknown,protests,0.9456769847295806,protests,expert,2018-01-06,2018-01-06,,,{},0.0
http://www.fosters.com/news/20180105/chilly-cleanup,A chilly cleanup,cyclone_hurricane,cyclone_hurricane,0.9591388255714296,cyclone_hurricane,expert,2018-01-04,2018-01-05T00:00:00+00:00,"Dover, New Hampshire, USA",,{},0.8
http://www.gazettenet.com/Protests-put-spotlight-on-Iran-s-vast-shadowy-Syria-war-14719129,"Protests put spotlight on Iran’s vast, shadowy Syria war",protests,protests,0.9355806983362148,protests,expert,2018-01-06,2018-01-05T21:19:32+00:00,Iran,,{},0.9
http://www.focus-fen.net/news/2018/01/06/426569/deutsche-welle-authorities-take-precautions-as-rivers-across-germany-continue-to-flood.html,,flood,flood,0.9380317830063388,flood,expert,2018-01-06,2018-01-06,Germany,,{},0.8
http://www.ibtimes.co.in/pakistan-making-extra-efforts-cozy-china-send-message-us-755895,China plan to build military base near Chabahar is a well-timed warning from Pakistan to Trump,country_relations,country_relations,0.9444105055769084,country_relations,expert,2018-01-06,2018-01-06T03:43:04+00:00,Pakistan,,"{'countries_involved': ['United States', 'Pakistan']}",0.8
https://iranian.com/2018/01/06/protests-strike-blow-irans-prestige/,Protests Strike A Blow At Iran’s Prestige,protests,protests,0.9612869734875112,protests,expert,2018-01-04,2018-01-06T11:13:54+00:00,"Mashhad, Iran (spread to Bandar Abbas, Shahin Shahr, Tuyserkan and other provincial towns)",,{},0.9
https://www.radionz.co.nz/news/national/347544/flood-hit-kaiaua-residents-coping-well,Flood-hit Kaiaua residents 'coping well',flood,flood,0.992275633217886,flood,expert,2018-01-05,2018-01-05T18:30:26+00:00,"Kaiaua / Coromandel Peninsula, Firth of Thames, New Zealand",,{'rainfall_intensity': 'more than 150 mm (measured on Coromandel hill stations between midday Thursday and 07:00 this morning)'},0.9
http://www.omanobserver.om/china-bans-steel-exports-n-korea/,China bans steel exports to N Korea,trade_embargo,trade_embargo,0.959107676341383,trade_embargo,expert,2018-01-06,2018-01-06T19:33:53+00:00,China - North Korea,,{},0.9
http://www.theoaklandpress.com/general-news/20180105/protests-put-spotlight-on-irans-vast-and-shadowy-syria-war,Protests put spotlight on Iran’s vast and shadowy Syria war,protests,protests,0.9434499235507822,protests,expert,2018-01-06,2018-01-05T11:37:07+00:00,Iran,,{},0.9
http://www.radionz.co.nz/news/national/347544/north-island-households-still-without-power,Flood-hit Kaiaua residents 'coping well',flood,flood,0.992275633217886,flood,expert,2018-01-05,2018-01-05T18:30:26+00:00,"Coromandel Peninsula (Thames Coast Road / State Highway 25, Kaiaua, Firth of Thames), New Zealand",,{'rainfall_intensity': 'more than 150 mm between midday Thursday and 07:00'},0.9
http://www.concordmonitor.com/Storm-gone-but-cold-will-stick-around-through-weekend-14722984,,unknown,cyclone_hurricane,0.9307120639108596,cyclone_hurricane,expert,2018-01-06,2018-01-06,,,{},0.0
http://www.greenocktelegraph.co.uk/news/national/15809810.China_promises_to____deal_seriously____with_North_Korea_sanctions_violators/,China boosts trade restrictions on North Korea,trade_embargo,trade_embargo,0.9400291325186028,trade_embargo,expert,2018-01-06,2018-01-05T13:43:29+00:00,China-North Korea,,{},0.95
https://www.thenews.com.pk/print/265105-khwaja-hoti-accuses-pti-govt-mardan-police-of-harassment,"Khwaja Hoti accuses PTI govt, Mardan police of harassment",protests,protests,0.9325872920606922,protests,expert,2018-01-06,2018-01-05T19:00:00+00:00,"Mardan, Khyber Pakhtunkhwa, Pakistan",,{},0.8
http://www.wflx.com/story/37197426/storm-gone-but-cold-will-stick-around-through-weekend,,unknown,cyclone_hurricane,0.9158930758131802,cyclone_hurricane,expert,2018-01-06,2018-01-06,,,{},0.0
http://www.thesangaiexpress.com/hospital-employees-go-pen-strike/,,unknown,labour_strike,0.9267330775264948,labour_strike,expert,2018-01-06,2018-01-06,,,{},0.0
http://freepresskashmir.com/2018/01/06/china-to-acquire-pak-military-base-near-irans-chabhar-port-report/,,unknown,country_relations,0.8975680201313733,country_relations,expert,2018-01-06,2018-01-06,,,{},0.0
http://www.bbc.co.uk/news/world-middle-east-42592784,Saudi princes arrested for holding anti-austerity protest,protests,protests,0.9322869907875424,protests,expert,2017-09-27,2018-01-06T20:07:30+00:00,"Riyadh, Saudi Arabia",,{'number_arrested_detained': 11},0.9
http://kathmandupost.ekantipur.com/news/2018-01-06/rupandehi-bandh-to-protest-murder-of-trader-basanta-paudel.html,Rupandehi bandh to protest murder of trader Basanta Paudel,labour_strike,protests,0.93913351088379,protests,expert,2018-01-06,2018-01-06T00:00:00+00:00,"Rupandehi district, Nepal",,{},0.9
