roc_auc,pr_auc,brier,fold_id,horizon,model_name,n_train,n_test,pos_rate
0.6426015337841723,0.3209535970106643,0.23628033461821532,1,7,model0_persistence,39195,14274,0.20540843491663163
0.6388896874382796,0.330400146735382,0.2179492295601209,1,7,model1_markets,39195,14274,0.20540843491663163
0.47568378514656434,0.21642942640772672,0.29959613389533224,1,7,model2_full,39195,14274,0.20540843491663163
0.49148178677905324,0.20002878473812857,0.3938461763521173,1,7,model4_fao,39195,14274,0.20540843491663163
0.6454736503158767,0.271299159699959,0.20513312696240232,1,7,model5_xgboost_tuned,39195,14274,0.20540843491663163
0.511214475143757,0.21159867081838662,0.2116986240328304,1,7,model6_xgb_nolag,39195,14274,0.20540843491663163
0.6481557789168366,0.27749288940751354,0.2539784153171084,1,7,model5_income_group,42705,14274,0.20540843491663163
0.4509938792492283,0.19140514227802594,0.24045675523548088,1,7,model6_income_group_nolag,42705,14274,0.20540843491663163
0.5864529159955493,0.19229354059853687,0.2540012342015301,2,7,model0_persistence,53469,14235,0.16066034422198805
0.5746981453958262,0.18974498148662486,0.2651848957160608,2,7,model1_markets,53469,14235,0.16066034422198805
0.5221796821351933,0.16753281004823262,0.3376835885206996,2,7,model2_full,53469,14235,0.16066034422198805
0.5226110624541356,0.17028104277088374,0.2013222336547904,2,7,model4_fao,53469,14235,0.16066034422198805
0.5077586609457189,0.16563417803025998,0.2073732985509691,2,7,model5_xgboost_tuned,53469,14235,0.16066034422198805
0.5120510735267488,0.1608739738120293,0.2327767017226851,2,7,model6_xgb_nolag,53469,14235,0.16066034422198805
0.5607884677063661,0.17762641067451135,0.21531276672223337,2,7,model5_income_group,56979,14235,0.16066034422198805
0.5333405294096896,0.17054702795566876,0.23721896237298465,2,7,model6_income_group_nolag,56979,14235,0.16066034422198805
0.6057455265832425,0.2139150116900089,0.242229070279301,3,7,model0_persistence,67704,14235,0.152019669827889
0.6147660729163907,0.21732124189173352,0.2494735751672804,3,7,model1_markets,67704,14235,0.152019669827889
0.5466132797767247,0.18325284838502964,0.4967677390503764,3,7,model2_full,67704,14235,0.152019669827889
0.5994965707365126,0.21627138107596536,0.39621131593034487,3,7,model4_fao,67704,14235,0.152019669827889
0.6159642172598325,0.1974230353641557,0.25838577089426273,3,7,model5_xgboost_tuned,67704,14235,0.152019669827889
0.5864899621172388,0.19331008666705024,0.16494201859843088,3,7,model6_xgb_nolag,67704,14235,0.152019669827889
0.6516353258623386,0.23994806229120683,0.255937340480106,3,7,model5_income_group,71214,14235,0.152019669827889
0.5563251876489856,0.17576002137185126,0.20526400313501328,3,7,model6_income_group_nolag,71214,14235,0.152019669827889
0.6037996206972449,0.2377196275814617,0.24225755418938444,4,7,model0_persistence,81939,14235,0.167053038285915
0.5975607982792988,0.23572965857649672,0.23576638812945783,4,7,model1_markets,81939,14235,0.167053038285915
0.6032344862626706,0.24629978020538368,0.2991811744735694,4,7,model2_full,81939,14235,0.167053038285915
0.5111053198924412,0.1767027664448581,0.3527356072146985,4,7,model4_fao,81939,14235,0.167053038285915
0.6380907028265694,0.23747763973500496,0.24533003630674338,4,7,model5_xgboost_tuned,81939,14235,0.167053038285915
0.6233719734035523,0.23158472455251528,0.21693799910780284,4,7,model6_xgb_nolag,81939,14235,0.167053038285915
0.5965135023311507,0.21158723397534956,0.1777812236356951,4,7,model5_income_group,85449,14235,0.167053038285915
0.5416506862369506,0.19559624024030195,0.2289501682944764,4,7,model6_income_group_nolag,85449,14235,0.167053038285915
0.6025099906578423,0.20172173402439855,0.2420034228003454,5,7,model0_persistence,96174,14274,0.1361216197281771
0.6047410396695072,0.20184093443773546,0.2356281530254485,5,7,model1_markets,96174,14274,0.1361216197281771
0.6031329681253491,0.20264316269584767,0.25846033269751234,5,7,model2_full,96174,14274,0.1361216197281771
0.5762736489671809,0.18560136993525808,0.37219278502661984,5,7,model4_fao,96174,14274,0.1361216197281771
0.6291729546307039,0.19209155699496627,0.22724872382939632,5,7,model5_xgboost_tuned,96174,14274,0.1361216197281771
0.5768232306235789,0.17533393878077058,0.24704941354005816,5,7,model6_xgb_nolag,96174,14274,0.1361216197281771
0.6215889781988355,0.18687282284356263,0.2358790137482203,5,7,model5_income_group,99684,14274,0.1361216197281771
0.5357877307162993,0.14348480905225766,0.2209144707525983,5,7,model6_income_group_nolag,99684,14274,0.1361216197281771
