feature,coefficient,fold_id,horizon,model_name
num__acled_7d_lag,0.6787932325470265,1,30,model0_persistence
num__acled_28d_lag,-0.9898592862722032,1,30,model0_persistence
num__riot_7d_lag,-0.009469548473321454,1,30,model0_persistence
num__riot_28d_lag,0.1704804511841294,1,30,model0_persistence
num__violence_7d_lag,0.17026286781455902,1,30,model0_persistence
num__violence_28d_lag,0.06492007478201423,1,30,model0_persistence
num__protest_fat_7d_lag,-0.03714568562296174,1,30,model0_persistence
num__protest_fat_28d_lag,-0.01615817087226526,1,30,model0_persistence
num__acled_7d_lag,0.7189900879084885,1,30,model1_markets
num__acled_28d_lag,-1.0439170992272966,1,30,model1_markets
num__riot_7d_lag,-0.013577169149203448,1,30,model1_markets
num__riot_28d_lag,0.18639519126313916,1,30,model1_markets
num__violence_7d_lag,0.23526316015133958,1,30,model1_markets
num__violence_28d_lag,-0.009969535132443776,1,30,model1_markets
num__protest_fat_7d_lag,-0.03604911309911515,1,30,model1_markets
num__protest_fat_28d_lag,-0.015216699252575254,1,30,model1_markets
num__fx_pct_7d,0.07544677875995326,1,30,model1_markets
num__fx_pct_30d,0.3929761684414107,1,30,model1_markets
num__fx_pct_90d,-0.29101659255498513,1,30,model1_markets
num__fx_vol_7d,0.08088892536290856,1,30,model1_markets
num__fx_vol_30d,-0.0012390924411710043,1,30,model1_markets
num__oil_brent_pct_14d,-0.019403402191088843,1,30,model1_markets
num__oil_brent_pct_30d,0.16345256575801992,1,30,model1_markets
num__yield_us10y,0.0661005297676901,1,30,model1_markets
num__fx_pct_30d_z,-0.21826006538621898,1,30,model1_markets
num__fx_vol_30d_z,-0.0028289518478376574,1,30,model1_markets
num__oil_brent_pct_30d_z,-0.2863493607856871,1,30,model1_markets
num__acled_7d_lag,0.7991032389093038,1,30,model2_full
num__acled_28d_lag,-1.1516039246659873,1,30,model2_full
num__riot_7d_lag,-0.026996220243317152,1,30,model2_full
num__riot_28d_lag,0.21422763847167192,1,30,model2_full
num__violence_7d_lag,0.13524500463540343,1,30,model2_full
num__violence_28d_lag,-0.006672524868892245,1,30,model2_full
num__protest_fat_7d_lag,-0.04938926841391807,1,30,model2_full
num__protest_fat_28d_lag,-0.04800044343656093,1,30,model2_full
num__fx_pct_7d,0.0875988420302588,1,30,model2_full
num__fx_pct_30d,0.50528246478565,1,30,model2_full
num__fx_pct_90d,-0.428818774688773,1,30,model2_full
num__fx_vol_7d,0.029681592441932643,1,30,model2_full
num__fx_vol_30d,0.24678856592798828,1,30,model2_full
num__oil_brent_pct_14d,-0.005300364420553356,1,30,model2_full
num__oil_brent_pct_30d,0.10818231932845826,1,30,model2_full
num__yield_us10y,0.07943280957243071,1,30,model2_full
num__fx_pct_30d_z,-0.14290834705784047,1,30,model2_full
num__fx_vol_30d_z,-0.11708419618140652,1,30,model2_full
num__oil_brent_pct_30d_z,-0.04876182750858378,1,30,model2_full
num__gdp_growth,0.22647705343951557,1,30,model2_full
num__gdp_per_capita_growth,-0.3572805659398151,1,30,model2_full
