url_normalized,top_expert,top_expert_p,actiongeo_lat,actiongeo_lon
https://www.vanguardngr.com/2020/11/tens-of-thousands-protest-in-france-against-controversial-police-law/,protests,0.9933846005852776,48.8667,2.33333
https://www.sentinelassam.com/national-news/farmers-reject-amit-shahs-offer-to-shift-the-protest-513884,protests,0.9896570717882994,28.6667,77.2167
https://punchng.com/peaceful-protest-is-an-inalienable-right/,protests,0.9896225510825966,54.0,-4.0
https://spectrumlocalnews.com/nc/triad/ap-top-news/2020/11/28/women-led-protests-against-police-violence-planned-in-poland,protests,0.9840842535625224,52.25,21.0
https://www.castanet.net/news/Vernon/317732/Some-80-people-gathered-in-Vernon-to-protest-infringement-of-rights,protests,0.9840554216858132,,
https://www.newdelhitimes.com/thousands-of-farmers-at-delhis-borders-for-the-protest/,protests,0.9836017061864004,30.4578,77.8981
https://www.dawn.com/news/1592929/labour-bodies-slam-govt-decision-to-sack-over-4500-psm-workers,protests,0.9786784649616808,24.8667,67.05
https://www.outlookindia.com/website/story/india-news-protesting-farmers-being-treated-like-terrorists-shiv-sena-mp-sanjay-raut-hits-out-at-centre/365692,protests,0.9769067848694158,28.6667,77.2167
https://www.freepressjournal.in/india/agitating-farmers-reject-offer-for-conditional-early-talks-here-is-the-list-of-demands-put-forward-by-unions,protests,0.9724940533799904,24.1033,78.8773
https://www.dawn.com/news/1593012/india-farmers-press-on-with-protest-despite-offer-to-talk,protests,0.9721599236647922,28.6,77.2
https://apnews.com/9faa66d09720b381f9d55c7f7a3a41ae,protests,0.9712537360068972,13.75,100.517
https://www.oneindia.com/india/centre-treating-protesting-farmers-like-terrorists-raut-3182894.html,protests,0.9692709636627996,30.4578,77.8981
https://www.vanguardngr.com/2020/11/more-than-60-detained-during-anti-lockdown-protests-in-london/,protests,0.9685334608228444,10.0,8.0
https://www.wral.com/noisy-protests-disperse-without-violence/19405669/,protests,0.9682083059265004,35.7721,-78.6386
https://www.euronews.com/2020/11/29/pro-democracy-protesters-march-once-again-in-bangkok,protests,0.967752700818964,13.75,100.517
https://zeenews.india.com/india/protesting-farmers-reject-centres-offer-to-shift-to-burari-ground-make-these-demands-2327448.html,protests,0.9616916416690692,27.25,80.75
https://nj1015.com/protestors-stopped-from-reaching-gov-murphys-home-in-middletown/,protests,0.9590078427605332,40.8334,-74.5329
https://www.albawaba.com/news/thousands-march-paris-decry-police-brutality-1395603,protests,0.9589892050551624,35.0,38.0
https://www.thecable.ng/endsars-ban-on-protests,protests,0.9584131073819376,6.45306,3.39583
https://scroll.in/latest/979753/farmers-strike-security-stepped-up-at-singhu-border-protestors-divided-over-moving-to-burari-site,protests,0.9561590461204432,28.6667,77.2167
https://www.thisdaylive.com/index.php/2020/11/29/salary-slash-labour-begins-strike-action-in-niger-dec-1/,labour_strike,0.9559395972692828,16.0,8.0
https://www.thenationalnews.com/world/mena/lebanon-storms-cause-floods-and-power-cuts-1.1119771,flood,0.9558076548291854,33.8719,35.5097
https://www.thenationalnews.com/world/mena/lebanon-storms-cause-floods-and-electricity-outage-1.1119771,flood,0.9558076500508084,33.8719,35.5097
https://www.voanews.com/south-central-asia/indian-farmers-protest-deregulation-legislation,protests,0.955356639039128,28.6,77.2
https://www.zawya.com/mena/en/economy/story/Indian_farmers_vow_to_step_up_protests_reject_government_appeal_to_lift_blockade-TR20201129nL4N2IF02HX1/,protests,0.9549436274594568,,
https://www.zawya.com/mena/en/economy/story/Indian_farmers_defiant_against_reform_as_Modi_tries_to_calm_anger-TR20201129nL4N2IF02HX1/,protests,0.9549436274594568,,
https://montrealgazette.com/news/local-news/protesters-rally-in-montreal-to-defend-french-language,protests,0.9536322303782404,46.0,2.0
https://www.ibcworldnews.com/kejriwal-urges-centre-to-hold-talks-with-protesting-farmers-immediately/,protests,0.9510178006439612,28.6667,77.2167
https://infotel.ca/newsitem/as-india-farmer-protests-/cp327427675,protests,0.9490986982178748,29.6161,76.9806
https://www.aninews.in/news/national/general-news/never-called-farmers-protest-politically-motivated-says-amit-shah20201129171429/,protests,0.948516365941186,29.6161,76.9806
https://www.cbc.ca/news/canada/calgary/anti-mask-rally-calgary-1.5820904,protests,0.9482626227350563,51.0833,-114.083
https://thenationonlineng.net/strike-looms-as-niger-slashes-workers-salaries/,labour_strike,0.947005995377509,16.0,8.0
https://www.oann.com/spains-health-workers-protest-against-health-service-cuts/,protests,0.9416209565179856,40.4,-3.68333
https://www.freepressjournal.in/india/farmers-spurn-offer-to-shift-protest-unions-say-cant-agree-to-conditional-talks,protests,0.9411062504370116,28.9833,77.0167
https://www.nbcnews.com/news/world/more-150-anti-lockdown-anti-vaccine-protesters-arrested-london-n1249261,protests,0.9409677801324234,51.5,-0.116667
https://www.aninews.in/news/national/general-news/sc-lawyers-show-solidarity-with-protesting-farmers20201129193157/,protests,0.9403738910577828,29.6161,76.9806
