year,fx_start,fx_end,fx_depreciation_pct,fx_vol_30d_mean,fx_vol_30d_max,fx_pct_30d_worst,fx_pct_30d_best,oil_mean_usd,oil_pct_30d_worst,yield_us10y_mean,n_trading_days,n_crisis_days_30d
2017,623.2999877929688,549.4000244140625,-11.8562,0.005641,0.007841,2.982863,-6.101806,54.827108,-13.435879,2.327143,364,0
2018,546.4199829101562,577.0,5.5964,0.01858,0.602834,6.331471,-90.038129,71.592904,-28.56334,2.908953,365,13
2019,575.0,581.0,1.0435,0.063898,0.602835,893.103448,-2.341137,64.205151,-18.632793,2.139699,365,1
2020,581.0,532.0,-8.4337,0.006398,0.011097,6.007067,-5.517241,43.302159,-60.623377,0.889254,366,1
2021,533.0,577.0,8.2552,0.009801,0.048449,20.260223,-15.146832,70.773698,-19.052655,1.436732,365,1
2022,577.0,615.0,6.5858,0.015756,0.048074,28.781548,-16.033058,99.053835,-21.514027,2.947951,365,34
2023,615.0,587.0,-4.5528,0.005723,0.00911,6.081081,-7.484076,82.217781,-17.617816,3.958677,365,3
2024,593.3309326171875,627.421875,5.7457,0.00509,0.008169,5.086619,-2.628923,79.877186,-13.730733,4.206798,366,1
2025,627.421875,553.0,-11.8615,0.005894,0.009617,3.089339,-8.757962,68.201808,-16.53271,4.291348,365,0
