country_iso3,year,control_of_corruption_est,government_effectiveness_est,political_stability_est,regulatory_quality_est,rule_of_law_est,voice_accountability_est
AND,2017,1.17178130149841,1.87694644927979,1.39288973808289,1.20018458366394,1.53556883335114,1.16151881217957
AND,2018,1.17894005775452,1.87921941280365,1.39124858379364,1.18732905387878,1.53650796413422,1.04703915119171
AND,2019,1.17618942260742,1.85192060470581,1.57736670970917,1.22192621231079,1.51021492481232,1.1081018447876
AND,2020,1.26545393466949,1.7492413520813,1.58867537975311,1.33542132377625,1.61518156528473,1.08533525466919
AND,2021,1.2796870470047,1.74892807006836,1.58125936985016,1.35934960842133,1.64205121994019,1.03249990940094
AND,2022,1.27027237415314,1.49526071548462,1.58598840236664,1.39833402633667,1.48548305034637,1.10678911209106
AND,2023,1.25135612487793,1.4754387140274,1.58346593379974,1.35054576396942,1.47689890861511,0.996939778327942
ARE,2017,1.09575378894806,1.40890324115753,0.601949751377106,1.00095462799072,0.768334984779358,-1.0966237783432
ARE,2018,1.11705148220062,1.42633962631226,0.689255595207214,0.919854760169983,0.774245142936707,-1.1226601600647
ARE,2019,1.07238209247589,1.38027024269104,0.667538404464722,0.968137919902802,0.808277487754822,-1.139524102211
ARE,2020,1.08361399173737,1.2852668762207,0.592605352401733,1.07433104515076,0.875135958194733,-1.17806625366211
ARE,2021,1.15039455890656,1.36370348930359,0.597572147846222,1.00612270832062,0.798968315124512,-1.19142639636993
ARE,2022,1.1556144952774,1.29912793636322,0.744183301925659,1.03478074073792,0.836056530475616,-1.12749147415161
ARE,2023,1.07366383075714,1.60428190231323,0.677530944347382,1.04239141941071,0.881900131702423,-1.0949410200119
ARG,2017,-0.309002459049225,0.135085612535477,0.162542164325714,-0.196430206298828,-0.237312033772469,0.528708100318909
ARG,2018,-0.0992739275097847,0.0280606187880039,0.00690981233492494,-0.195977628231049,-0.219330430030823,0.539252579212189
ARG,2019,-0.107116244733334,-0.120795331895351,-0.0978230908513069,-0.453079700469971,-0.427360445261002,0.570874631404877
ARG,2020,-0.163570061326027,-0.254261821508408,-0.0719974040985107,-0.498344272375107,-0.486265957355499,0.584501206874847
ARG,2021,-0.422596842050552,-0.390557259321213,0.000530058634467423,-0.631172716617584,-0.477947890758514,0.610777020454407
ARG,2022,-0.447221606969833,-0.28348970413208,-0.0985943302512169,-0.697565734386444,-0.482351809740067,0.546316981315613
ARG,2023,-0.360883951187134,-0.377517342567444,-0.127517908811569,-0.482535392045975,-0.410826534032822,0.533921837806702
ARM,2017,-0.637015163898468,-0.251550018787384,-0.626211166381836,0.228397324681282,-0.209393918514252,-0.560670435428619
ARM,2018,-0.409369438886642,-0.170582666993141,-0.451066911220551,0.350590288639069,-0.197214365005493,-0.130965158343315
ARM,2019,-0.227039858698845,-0.226045966148376,-0.420024991035461,0.242604270577431,-0.177464514970779,0.0547882094979286
ARM,2020,-0.003474973840639,-0.304547429084778,-0.77164489030838,0.238748028874397,-0.125831425189972,0.0473478920757771
ARM,2021,0.0486846454441547,-0.282197445631027,-0.804041028022766,0.131828442215919,-0.119838461279869,0.0541607961058617
ARM,2022,0.0279071740806103,-0.314792364835739,-0.740756273269653,-0.0190788023173809,-0.169515803456306,0.0903258174657822
ARM,2023,0.0583996474742889,-0.184129968285561,-0.829278230667114,0.047635018825531,-0.122017979621887,0.0767075568437576
ASM,2017,1.76228725910187,0.510476231575012,1.18432366847992,-0.273731589317322,1.29530119895935,
ASM,2018,1.78064966201782,0.498675554990768,1.16629731655121,-0.306241989135742,1.29659616947174,
ASM,2019,1.78022909164429,0.489976644515991,1.1449339389801,-0.325278997421265,1.26820170879364,1.31854784488678
ASM,2020,1.26545393466949,0.63264924287796,1.09020864963531,0.525310516357422,1.118488073349,0.970990180969238
ASM,2021,1.2796870470047,0.638740062713623,1.0668408870697,0.534613013267517,1.13875997066498,0.980956017971039
ASM,2022,1.27027237415314,0.66762912273407,1.12317395210266,0.545899748802185,1.22111594676971,0.952084183692932
ASM,2023,1.25135612487793,0.654167771339417,1.11422121524811,0.512013554573059,1.21249115467072,
ATG,2017,0.197911337018013,-0.0361118540167809,0.73206090927124,0.237126812338829,0.40701898932457,0.608409464359283
ATG,2018,0.236501798033714,-0.0535420440137386,0.823102116584778,0.401309967041016,0.376433491706848,0.578873872756958
ATG,2019,0.239614844322205,-0.0548009425401688,0.938079655170441,0.470356702804565,0.363515615463257,0.731440126895905
ATG,2020,0.239038527011871,-0.204794809222221,0.929578840732574,0.497693717479706,0.407381147146225,0.741594791412354
ATG,2021,0.231868863105774,-0.193900942802429,0.949669897556305,0.374506026506424,0.303150534629822,0.729783952236176
ATG,2022,0.310727566480637,-0.160002663731575,0.938082098960876,0.28908696770668,0.390787124633789,0.724552810192108
ATG,2023,0.326792687177658,0.380410820245743,0.923393249511719,0.546036779880524,0.378593176603317,0.741840481758118
AUS,2017,1.75297474861145,1.49838602542877,0.87606406211853,1.92300236225128,1.64595770835876,1.37863683700562
AUS,2018,1.7674548625946,1.55598998069763,0.971185445785522,1.89657723903656,1.67466557025909,1.39378583431244
AUS,2019,1.78807365894318,1.53869080543518,0.917978942394257,1.86464607715607,1.69461703300476,1.27036511898041
AUS,2020,1.63298058509827,1.57335329055786,0.862161874771118,1.81394696235657,1.61500358581543,1.29898488521576
AUS,2021,1.70738875865936,1.47172200679779,0.83507913351059,1.83118271827698,1.63855969905853,1.35812592506409
AUS,2022,1.76436710357666,1.52843272686005,0.983715951442719,1.89489328861237,1.5088187456131,1.32390677928925
AUS,2023,1.78120493888855,1.58987963199615,0.91705721616745,1.94220554828644,1.52318394184113,1.50660192966461
AUT,2017,1.50082015991211,1.46775150299072,1.02962481975555,1.42786145210266,1.8003545999527,1.38622164726257
AUT,2018,1.56858718395233,1.45611667633057,0.884860396385193,1.5240364074707,1.85348308086395,1.39954924583435
AUT,2019,1.52132439613342,1.49212622642517,0.892189025878906,1.44640731811523,1.86229813098907,1.33715832233429
AUT,2020,1.47770941257477,1.60586321353912,0.887600898742676,1.39522731304169,1.77060890197754,1.39462888240814
AUT,2021,1.24272727966309,1.52829468250275,0.899554431438446,1.34041571617126,1.75175452232361,1.38638341426849
AUT,2022,1.25858676433563,1.46492278575897,0.648710012435913,1.28319978713989,1.70427322387695,1.41365766525269
AUT,2023,1.1336532831192,1.32668149471283,0.727989196777344,1.36136972904205,1.74656546115875,1.41124832630157
AZE,2017,-0.906532645225525,-0.171380609273911,-0.751901030540466,-0.372420430183411,-0.58492249250412,-1.563645362854
AZE,2018,-0.853233695030212,-0.145130529999733,-0.711399376392365,-0.314388334751129,-0.619800806045532,-1.50814247131348
AZE,2019,-0.849681973457336,-0.128162756562233,-0.693411469459534,-0.223895654082298,-0.610428035259247,-1.52860414981842
AZE,2020,-1.07807588577271,-0.15526370704174,-0.852253794670105,-0.336040139198303,-0.729642748832703,-1.54086601734161
AZE,2021,-0.847890377044678,0.213475212454796,-0.837823569774628,-0.0650539621710777,-0.606765031814575,-1.52737867832184
AZE,2022,-1.04090738296509,-0.0412070974707603,-0.922807276248932,-0.103344202041626,-0.625552177429199,-1.44162666797638
AZE,2023,-1.19547140598297,-0.0326422192156315,-0.730753898620605,-0.108809567987919,-0.566586077213287,-1.41153395175934
BDI,2017,-1.31850147247314,-1.38194644451141,-2.00257515907288,-0.869032144546509,-1.41100382804871,-1.57598125934601
BDI,2018,-1.47827136516571,-1.44979333877563,-1.57027816772461,-1.00991177558899,-1.51381993293762,-1.66952157020569
BDI,2019,-1.49696969985962,-1.37481689453125,-1.62505626678467,-0.991803586483002,-1.45362734794617,-1.72382569313049
BDI,2020,-1.56340169906616,-1.30248296260834,-1.54235208034515,-1.06177186965942,-1.34065091609955,-1.52661275863647
BDI,2021,-1.59966492652893,-1.35819256305695,-1.25839936733246,-1.00198709964752,-1.31259107589722,-1.4070155620575
BDI,2022,-1.51818120479584,-1.26360619068146,-1.19244623184204,-0.947485685348511,-1.27654623985291,-1.39635360240936
BDI,2023,-1.55602598190308,-1.20011341571808,-1.17240297794342,-0.985730171203613,-1.25105631351471,-1.36691832542419
BEL,2017,1.40419495105743,1.24078404903412,0.41760727763176,1.23354864120483,1.32062590122223,1.33863842487335
BEL,2018,1.42957329750061,1.22463178634644,0.393769443035126,1.25903940200806,1.33859252929688,1.33044385910034
BEL,2019,1.44879794120789,1.11331832408905,0.458395332098007,1.27653729915619,1.3361576795578,1.30838358402252
BEL,2020,1.44580173492432,1.07823526859283,0.521078526973724,1.34363579750061,1.32759404182434,1.27814042568207
BEL,2021,1.45520210266113,1.08557260036469,0.662682592868805,1.33185970783234,1.29177582263947,1.27089965343475
BEL,2022,1.49497354030609,1.22718644142151,0.581981599330902,1.25295519828796,1.34823083877563,1.29709255695343
BEL,2023,1.3368444442749,1.03702199459076,0.403853088617325,1.16822481155396,1.29537487030029,1.32572901248932
BEN,2017,-0.576484858989716,-0.697358727455139,0.026252493262291,-0.523586809635162,-0.645502924919128,0.380507737398148
BEN,2018,-0.391633450984955,-0.631518959999084,-0.146990418434143,-0.393426120281219,-0.692261755466461,0.247411072254181
BEN,2019,-0.329359769821167,-0.490367919206619,-0.420240253210068,-0.446330428123474,-0.675484120845795,0.060940396040678
BEN,2020,-0.0399823486804962,-0.290913850069046,-0.443071663379669,-0.483431756496429,-0.76691859960556,-0.0757769346237183
BEN,2021,-0.170538559556007,-0.23760136961937,-0.396318674087524,-0.447988480329514,-0.626956880092621,-0.233453392982483
BEN,2022,-0.0898572877049446,-0.170590236783028,-0.34320268034935,-0.348364651203156,-0.596109390258789,-0.335694015026093
BEN,2023,-0.0495794489979744,-0.218984127044678,-0.346559435129166,-0.295836299657822,-0.505709648132324,-0.218986943364143
BFA,2017,-0.138780206441879,-0.638492047786713,-0.927885830402374,-0.481157660484314,-0.414963334798813,0.0645605251193047
BFA,2018,-0.131607040762901,-0.644067406654358,-1.06026446819305,-0.40524896979332,-0.459257543087006,-0.0616534128785133
BFA,2019,-0.219493299722672,-0.7781862616539,-1.30219399929047,-0.42292308807373,-0.463833779096603,-0.208245500922203
BFA,2020,-0.122198514640331,-0.708106637001038,-1.53797841072083,-0.482700347900391,-0.468718588352203,-0.189439803361893
BFA,2021,-0.0825074538588524,-0.765025079250336,-1.64294326305389,-0.480167269706726,-0.4631387591362,-0.116836667060852
BFA,2022,-0.111639469861984,-0.853148698806763,-1.81536936759949,-0.468305677175522,-0.611933767795563,-0.684045016765594
BFA,2023,-0.169615507125854,-0.826227486133575,-2.035231590271,-0.485633552074432,-0.741778969764709,-0.809887170791626
BGD,2017,-0.858602941036224,-0.752013146877289,-1.25362718105316,-0.82475745677948,-0.679660320281982,-0.615438640117645
BGD,2018,-0.926822602748871,-0.762283682823181,-0.985569059848785,-0.849186778068542,-0.649216711521149,-0.742033064365387
BGD,2019,-1.017209649086,-0.753539621829987,-0.928628742694855,-0.937222182750702,-0.643474996089935,-0.741862595081329
BGD,2020,-1.00371217727661,-0.779491305351257,-0.915816903114319,-0.906213521957397,-0.565531194210052,-0.769459009170532
BGD,2021,-0.986505091190338,-0.653351545333862,-1.03688275814056,-0.84635329246521,-0.62569397687912,-0.774502336978912
BGD,2022,-1.07575178146362,-0.763355314731598,-1.046462059021,-0.927658915519714,-0.601690113544464,-0.753301620483398
BGD,2023,-1.12086641788483,-0.697334110736847,-0.908656716346741,-0.914152979850769,-0.502657234668732,-0.753886342048645
BGR,2017,-0.196330279111862,0.0980096459388733,0.321379661560059,0.65778660774231,-0.1249605640769,0.430081695318222
BGR,2018,-0.188220024108887,0.111848846077919,0.444411188364029,0.60575270652771,-0.105849832296371,0.365172892808914
BGR,2019,-0.181220516562462,0.173703476786613,0.561284422874451,0.530806183815002,-0.0374133922159672,0.354652225971222
BGR,2020,-0.3223497569561,-0.214027836918831,0.401631027460098,0.460990726947784,-0.127672985196114,0.259386777877808
BGR,2021,-0.258131921291351,-0.173440277576447,0.36473935842514,0.433977693319321,-0.068868450820446,0.284104585647583
BGR,2022,-0.158206030726433,-0.271232962608337,0.313428640365601,0.320686906576157,-0.107922710478306,0.287512123584747
BGR,2023,-0.137721657752991,0.047112051397562,0.341861486434937,0.40789669752121,-0.00685768062248826,0.388988107442856
BHR,2017,-0.171065330505371,0.136660650372505,-0.958746254444122,0.401158452033997,0.419615566730499,-1.38719844818115
BHR,2018,-0.176260635256767,0.119608148932457,-0.846294164657593,0.40541660785675,0.384083539247513,-1.41809022426605
BHR,2019,-0.0380566231906414,0.245226383209229,-0.626829981803894,0.471980392932892,0.464022487401962,-1.42857217788696
BHR,2020,-0.0929783880710602,0.390440106391907,-0.610104620456696,0.614857494831085,0.454586416482925,-1.45315587520599
BHR,2021,0.144483089447021,0.68239825963974,-0.524761199951172,0.836070001125336,0.441515982151031,-1.49873185157776
BHR,2022,0.139520317316055,0.639720022678375,-0.362905442714691,0.970633506774902,0.43830931186676,-1.41840970516205
BHR,2023,0.177784815430641,0.697198748588562,-0.373967587947845,1.07798528671265,0.468770444393158,-1.37783300876617
BHS,2017,1.13497257232666,0.539764046669006,0.976762533187866,0.106517657637596,0.162333726882935,0.849030554294586
BHS,2018,1.09605658054352,0.500043928623199,0.847745537757874,0.16780361533165,0.0689744353294373,0.773586869239807
BHS,2019,1.10229861736298,0.445073813199997,0.801568567752838,-0.0573959499597549,0.045315820723772,0.904160439968109
BHS,2020,1.10628712177277,0.405258923768997,0.830306887626648,0.00136615370865911,0.0210983492434025,0.913996696472168
BHS,2021,1.15235579013824,0.419790893793106,0.850968539714813,0.0616125762462616,0.0706651136279106,0.903309464454651
BHS,2022,1.25644886493683,0.423950403928757,0.881239235401154,-0.146485969424248,0.134540364146233,0.872308373451233
BHS,2023,1.26691007614136,0.270353257656097,1.00856232643127,0.00718375248834491,0.179566532373428,0.860349118709564
BIH,2017,-0.554221451282501,-0.519017219543457,-0.351469874382019,-0.057750977575779,-0.201813697814941,-0.205715715885162
BIH,2018,-0.606174349784851,-0.670872628688812,-0.400853604078293,-0.141394659876823,-0.225580662488937,-0.259601622819901
BIH,2019,-0.647259771823883,-0.706423223018646,-0.424811691045761,-0.128735393285751,-0.225809708237648,-0.243703991174698
BIH,2020,-0.643099904060364,-1.07570326328278,-0.447477132081985,-0.182392880320549,-0.316137343645096,-0.32339146733284
BIH,2021,-0.666075170040131,-1.07316851615906,-0.421740084886551,-0.195087149739265,-0.303256839513779,-0.317227274179459
BIH,2022,-0.684315621852875,-1.06496071815491,-0.483193695545197,-0.157615318894386,-0.306983083486557,-0.324730277061462
BIH,2023,-0.581560015678406,-0.967812538146973,-0.353373318910599,-0.141291111707687,-0.351819545030594,-0.319465935230255
BLR,2017,-0.241236239671707,-0.357744187116623,-0.0572087056934834,-0.85944265127182,-0.881673812866211,-1.35611796379089
BLR,2018,-0.155491337180138,-0.297942787408829,0.353592693805695,-0.815192759037018,-0.893020570278168,-1.36333072185516
BLR,2019,0.00689655169844627,-0.174483388662338,0.344978094100952,-0.673096418380737,-0.859413027763367,-1.40739989280701
BLR,2020,-0.134194105863571,-0.829658210277557,-0.887615978717804,-0.799875795841217,-1.08517408370972,-1.45295298099518
BLR,2021,-0.25852045416832,-0.804153621196747,-0.754245579242706,-0.928987920284271,-1.1214325428009,-1.58049023151398
BLR,2022,-0.579731464385986,-0.851723372936249,-0.802096605300903,-1.33121407032013,-1.22100031375885,-1.62772846221924
BLR,2023,-0.665028035640717,-0.991465747356415,-0.729365646839142,-1.41953349113464,-1.25094270706177,-1.66739654541016
BLZ,2017,-0.305546790361404,-0.670175135135651,0.0304041262716055,-0.55601555109024,-0.97460526227951,0.570051848888397
BLZ,2018,-0.169633418321609,-0.627418994903564,-0.00212321965955198,-0.666695117950439,-0.842516541481018,0.430547833442688
BLZ,2019,-0.191255375742912,-0.634233057498932,0.0619864836335182,-0.559759736061096,-0.855883598327637,0.503629267215729
BLZ,2020,-0.193254113197327,-0.603579580783844,0.518667578697205,-0.55057954788208,-0.826539576053619,0.521323442459106
BLZ,2021,-0.330120027065277,-0.526691198348999,0.272466063499451,-0.424278557300568,-0.800227999687195,0.541676640510559
BLZ,2022,-0.23691363632679,-0.356684654951096,0.564006090164185,-0.438766330480576,-0.720160663127899,0.535320281982422
BLZ,2023,-0.226113811135292,-0.376311779022217,0.58532577753067,-0.430582851171494,-0.635611891746521,0.539004623889923
BMU,2017,1.17178130149841,1.33035838603973,0.981490910053253,0.831705510616302,0.814765870571136,
BMU,2018,1.17894005775452,1.32700169086456,1.1332483291626,0.813936293125153,0.816772699356079,
BMU,2019,1.17618942260742,1.30714297294617,1.05151903629303,0.835124850273132,0.784174919128418,
BMU,2020,1.26545393466949,1.47009336948395,1.00344228744507,0.930365979671478,0.621794641017914,
BMU,2021,1.2796870470047,1.47138118743896,1.00254034996033,0.946981251239777,0.635468721389771,
BMU,2022,1.27027237415314,1.21938359737396,1.02404379844666,0.972116887569427,0.692381620407104,
BMU,2023,1.25135612487793,1.20168173313141,1.0204062461853,0.931279718875885,0.683675646781921,
BOL,2017,-0.701330721378326,-0.395564675331116,-0.280110895633698,-0.995769381523132,-1.24510812759399,-0.0248409155756235
BOL,2018,-0.688641130924225,-0.329585134983063,-0.286620706319809,-1.00710666179657,-1.21190083026886,-0.0596669800579548
BOL,2019,-0.781365752220154,-0.790566325187683,-0.728340268135071,-1.00195634365082,-1.18941926956177,-0.117428041994572
BOL,2020,-0.844824612140656,-0.726455271244049,-0.453467190265656,-1.03529012203217,-1.21863114833832,-0.0864524021744728
BOL,2021,-0.883800148963928,-0.763246834278107,-0.278774261474609,-1.16856575012207,-1.17760181427002,-0.115398086607456
BOL,2022,-0.889700353145599,-0.564738214015961,-0.191908553242683,-1.21053624153137,-1.30140423774719,-0.197485566139221
BOL,2023,-0.838301062583923,-0.639481067657471,-0.313183635473251,-1.17711877822876,-1.21933794021606,-0.265191316604614
BRA,2017,-0.559814631938934,-0.317140609025955,-0.479947566986084,-0.130978867411613,-0.305428564548492,0.449531525373459
BRA,2018,-0.480954378843307,-0.520569622516632,-0.459598511457443,-0.293125450611115,-0.30234295129776,0.376852065324783
BRA,2019,-0.40789270401001,-0.234114676713943,-0.714224636554718,-0.121404096484184,-0.224319815635681,0.301444828510284
BRA,2020,-0.429083496332169,-0.465709209442139,-0.44689092040062,-0.111011527478695,-0.231919765472412,0.287395060062408
BRA,2021,-0.499217957258224,-0.492990374565125,-0.419879764318466,-0.121613994240761,-0.301417380571365,0.254508823156357
BRA,2022,-0.566354334354401,-0.588259339332581,-0.395036935806274,-0.220437631011009,-0.257879137992859,0.225268334150314
BRA,2023,-0.503643155097961,-0.546764314174652,-0.408567786216736,-0.29647821187973,-0.308802843093872,0.382853865623474
BRB,2017,1.37613606452942,0.80010575056076,0.952525317668915,0.479722231626511,0.625477015972137,1.1136167049408
BRB,2018,1.37170553207397,0.385260552167892,0.900694906711578,0.531776666641235,0.363294839859009,1.10240888595581
BRB,2019,1.15904092788696,0.591981410980225,1.03293108940125,0.39874941110611,0.323312878608704,1.10105216503143
BRB,2020,1.19359374046326,0.443785101175308,1.12065994739532,0.467795848846436,0.294381260871887,1.1250011920929
BRB,2021,1.21314442157745,0.497877299785614,1.11857044696808,0.550468504428864,0.341287851333618,1.12140023708344
BRB,2022,1.28473830223083,0.428394287824631,1.14464545249939,0.476500302553177,0.359412461519241,1.13302564620972
BRB,2023,1.34458589553833,0.380443245172501,1.18712854385376,0.503107726573944,0.414195388555527,1.16219222545624
BRN,2017,0.675679504871368,1.10793781280518,1.15342676639557,0.703710615634918,0.619767785072327,-0.948396801948547
BRN,2018,0.760663568973541,1.21311509609222,1.23603785037994,0.676745414733887,0.599303364753723,-0.856818914413452
BRN,2019,0.767985939979553,1.27881729602814,1.11108720302582,0.624943494796753,0.588059186935425,-0.967025220394135
BRN,2020,1.24801528453827,1.38330936431885,1.18808400630951,0.904901444911957,0.897759139537811,-0.929686605930328
BRN,2021,1.21653282642365,1.40712428092957,1.17180991172791,0.987135231494904,0.86057460308075,-0.848219990730286
BRN,2022,1.1751925945282,1.42228293418884,1.24248862266541,1.06704342365265,0.933759748935699,-0.815467596054077
BRN,2023,1.27803611755371,1.4017870426178,1.36600065231323,0.97689163684845,0.886853814125061,-0.715453028678894
BTN,2017,1.52572512626648,0.562770962715149,1.1027946472168,-0.341520547866821,0.626136064529419,0.0107382936403155
BTN,2018,1.59020102024078,0.284297674894333,1.07766103744507,-0.376959830522537,0.5483518242836,0.0422869808971882
BTN,2019,1.57229900360107,0.253064602613449,1.06547141075134,-0.359623849391937,0.584506988525391,0.0738838165998459
BTN,2020,1.61837184429169,0.305567264556885,1.01348912715912,-0.330750852823257,0.576956927776337,0.151077374815941
BTN,2021,1.50700259208679,0.710913896560669,0.797255098819733,-0.405656158924103,0.605341255664825,0.219221159815788
BTN,2022,1.51478183269501,0.56129378080368,1.00934255123138,-0.381970435380936,0.673572778701782,0.157621473073959
BTN,2023,1.53142273426056,0.566305339336395,0.982800424098969,-0.401030838489532,0.667693257331848,0.200142219662666
BWA,2017,0.712409794330597,0.367126554250717,1.00929582118988,0.595029830932617,0.360619574785233,0.393295079469681
BWA,2018,0.71906042098999,0.254543900489807,0.958469867706299,0.623929619789124,0.383804857730865,0.462251842021942
BWA,2019,0.685445845127106,0.375831961631775,1.09532988071442,0.498032212257385,0.432969272136688,0.498041391372681
BWA,2020,0.610775887966156,0.167879268527031,1.01316809654236,0.527586281299591,0.382221907377243,0.488763332366943
BWA,2021,0.665120005607605,0.323696464300156,1.04140710830688,0.600826501846313,0.453281432390213,0.455179303884506
BWA,2022,0.661908507347107,0.439493864774704,1.0739837884903,0.621043562889099,0.459227591753006,0.449784100055695
BWA,2023,0.685792088508606,0.430828422307968,1.03843998908997,0.497434794902802,0.390436381101608,0.504056930541992
CAF,2017,-1.19832754135132,-1.79250860214233,-1.99353337287903,-1.49380385875702,-1.75811660289764,-1.106525182724
CAF,2018,-1.23330664634705,-1.7354371547699,-2.17220759391785,-1.39432609081268,-1.7171630859375,-1.20389401912689
CAF,2019,-1.23415267467499,-1.78027617931366,-2.13587546348572,-1.38387441635132,-1.76526069641113,-1.22169196605682
CAF,2020,-1.29501795768738,-1.72879374027252,-2.23627758026123,-1.50229716300964,-1.75423848628998,-1.30338644981384
CAF,2021,-1.24662113189697,-1.67319357395172,-2.12685298919678,-1.50971448421478,-1.68871343135834,-1.19410347938538
CAF,2022,-1.24614667892456,-1.71030342578888,-2.20505237579346,-1.47418415546417,-1.69991219043732,-1.21400439739227
CAF,2023,-1.31139302253723,-1.73500919342041,-2.20310711860657,-1.46841526031494,-1.75950109958649,-1.2622481584549
CAN,2017,1.88144600391388,1.81557297706604,1.08968114852905,1.87965595722198,1.76343929767609,1.47808432579041
CAN,2018,1.79020822048187,1.67513394355774,0.963971078395844,1.69941985607147,1.71514165401459,1.50241100788116
CAN,2019,1.72989678382874,1.69731068611145,0.994933545589447,1.71000242233276,1.71977615356445,1.43030834197998
CAN,2020,1.56571280956268,1.59831285476685,1.01318228244781,1.5925897359848,1.61910331249237,1.47166883945465
CAN,2021,1.61626875400543,1.5614572763443,0.962336957454681,1.61376404762268,1.59289026260376,1.44535887241364
CAN,2022,1.65857303142548,1.56661772727966,0.780681550502777,1.67709279060364,1.56462013721466,1.44002974033356
CAN,2023,1.67150104045868,1.51680326461792,0.822420537471771,1.64471042156219,1.47300565242767,1.4796462059021
CHE,2017,1.94518792629242,2.01780319213867,1.24231648445129,1.8755749464035,1.88867199420929,1.5572851896286
CHE,2018,1.96969377994537,1.99707686901093,1.3194819688797,1.7912358045578,1.88756000995636,1.59282386302948
CHE,2019,1.94492661952972,1.91622769832611,1.31097543239594,1.65198791027069,1.86265933513641,1.49553549289703
